['Q3087837', 'MASK', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P802', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P69', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P97', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P2031', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P53', 'MASK']
['MASK', 'P737', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1303', 'MASK']
['MASK', 'P136', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P101', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P1050', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P140', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P264', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P39', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P119', 'MASK']
['MASK', 'P53', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P410', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P108', 'MASK']
['MASK', 'P413', 'MASK']
['MASK', 'P69', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P607', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P737', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P551', 'MASK']
['MASK', 'P551', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P641', 'MASK']
['MASK', 'P172', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P1196', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P40', 'MASK']
['MASK', 'P69', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P136', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P1344', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P25', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P25', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P641', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P570', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P512', 'MASK']
['MASK', 'P26', 'MASK']
['MASK', 'P140', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P39', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1196', 'MASK']
['MASK', 'P119', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P140', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P53', 'MASK']
['MASK', 'P570', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P140', 'MASK']
['MASK', 'P25', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P1050', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P39', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P39', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P1196', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P737', 'MASK']
['MASK', 'P69', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P570', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P509', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P136', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P53', 'MASK']
['MASK', 'P25', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P25', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P140', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P1412', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P413', 'MASK']
['MASK', 'P103', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P972', 'MASK']
['MASK', 'P172', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P2031', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P735', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P20', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P40', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P793', 'MASK']
['MASK', 'P40', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P607', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P1196', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P40', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P264', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P101', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P172', 'MASK']
['MASK', 'P19', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P802', 'MASK']
['MASK', 'P1344', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P1303', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P69', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1343', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P1343', 'MASK']
['MASK', 'P1303', 'MASK']
['MASK', 'P734', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P22', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P27', 'MASK']
['MASK', 'P166', 'MASK']
['MASK', 'P1344', 'MASK']
['MASK', 'P101', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P21', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P241', 'MASK']
['MASK', 'P937', 'MASK']
['MASK', 'P463', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'P106', 'MASK']
['MASK', 'P3373', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'P1039', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P27', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'P108', 'MASK', 'MASK', 'MASK']
['MASK', 'P1411', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'P131', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P1038', 'MASK', 'MASK', 'MASK']
['MASK', 'P1411', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'P17', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P17', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P580', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'P1411', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P69', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'P54', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P1411', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'P19', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P156', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P812', 'MASK']
['MASK', 'MASK', 'MASK', 'P1642', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P1366', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
