['Q12382', 'MASK', 'MASK']
['Q66001', 'MASK', 'MASK']
['Q2625789', 'P735', 'MASK']
['Q11095421', 'MASK', 'MASK']
['MASK', 'P140', 'Q7066']
['Q355888', 'MASK', 'Q2487799']
['MASK', 'MASK', 'Q188']
['MASK', 'P1576', 'MASK']
['MASK', 'P106', 'Q47064']
['Q2520822', 'MASK', 'MASK']
['MASK', 'MASK', 'Q2526255']
['MASK', 'P3373', 'MASK']
['Q2468198', 'P166', 'MASK']
['MASK', 'P3373', 'Q11073457']
['MASK', 'P463', 'MASK']
['Q10337682', 'MASK', 'MASK']
['Q209169', 'MASK', 'Q10855226']
['Q62043', 'P20', 'MASK']
['Q1973460', 'P166', 'MASK']
['Q60657', 'P22', 'MASK']
['Q332746', 'MASK', 'Q21084436']
['MASK', 'MASK', 'Q5287']
['MASK', 'P21', 'MASK']
['MASK', 'P19', 'MASK']
['Q154998', 'MASK', 'Q234549']
['Q15064295', 'MASK', 'MASK']
['MASK', 'P1196', 'Q3739104']
['Q82006', 'P937', 'MASK']
['MASK', 'MASK', 'Q130965']
['MASK', 'MASK', 'MASK']
['Q87642', 'P69', 'MASK']
['MASK', 'MASK', 'Q1934911']
['MASK', 'P463', 'Q5636545']
['Q8188634', 'MASK', 'MASK']
['Q61491', 'MASK', 'Q719039']
['MASK', 'MASK', 'MASK']
['Q545690', 'MASK', 'MASK']
['MASK', 'P53', 'Q131621']
['Q316371', 'MASK', 'MASK']
['MASK', 'MASK', 'Q11513337']
['Q487736', 'MASK', 'MASK']
['Q25351', 'MASK', 'Q265058']
['Q11098132', 'MASK', 'Q11087518']
['MASK', 'MASK', 'Q21510562']
['MASK', 'P3373', 'MASK']
['Q15845070', 'MASK', 'MASK']
['Q62857', 'MASK', 'Q213832']
['MASK', 'P22', 'Q436775']
['MASK', 'P106', 'MASK']
['MASK', 'MASK', 'Q2526255']
['MASK', 'P22', 'MASK']
['Q700300', 'P21', 'MASK']
['MASK', 'P3373', 'MASK']
['Q2912335', 'MASK', 'Q1240207']
['MASK', 'MASK', '+2013-05-22T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P1412', 'MASK']
['Q11739616', 'MASK', 'Q18199028']
['MASK', 'P937', 'Q2966']
['Q12330577', 'MASK', 'Q12336448']
['Q3053306', 'MASK', 'MASK']
['MASK', 'P103', 'MASK']
['MASK', 'MASK', 'Q131964']
['Q10907436', 'MASK', 'MASK']
['Q297483', 'MASK', 'MASK']
['Q239522', 'MASK', 'MASK']
['Q537519', 'MASK', 'MASK']
['Q180923', 'MASK', 'MASK']
['Q57230', 'P106', 'MASK']
['Q60804', 'MASK', 'MASK']
['Q184440', 'MASK', 'Q2844']
['MASK', 'P19', 'MASK']
['MASK', 'MASK', 'Q30']
['Q70795', 'MASK', 'Q1622272']
['Q310963', 'MASK', 'MASK']
['Q7943310', 'MASK', 'Q280693']
['Q13420083', 'MASK', 'Q10336705']
['MASK', 'MASK', 'Q3197569']
['MASK', 'P106', 'Q4853732']
['MASK', 'P22', 'Q314577']
['Q4207561', 'MASK', 'Q185493']
['MASK', 'P734', 'Q20979812']
['MASK', 'P19', 'MASK']
['Q3816695', 'P463', 'MASK']
['Q269689', 'MASK', 'Q676301']
['MASK', 'P69', 'Q273593']
['Q440538', 'MASK', 'Q313942']
['Q104183', 'MASK', 'MASK']
['MASK', 'P3373', 'Q16603581']
['Q12300515', 'P27', 'MASK']
['MASK', 'MASK', 'Q724']
['Q332374', 'MASK', 'MASK']
['MASK', 'P40', 'MASK']
['Q16603534', 'P21', 'MASK']
['MASK', 'P641', 'MASK']
['MASK', 'P172', 'Q79797']
['MASK', 'MASK', 'Q70789']
['Q312722', 'P69', 'MASK']
['MASK', 'P140', 'Q1841']
['Q548696', 'MASK', 'Q82955']
['Q7700439', 'MASK', 'MASK']
['MASK', 'MASK', 'Q21504556']
['MASK', 'P40', 'MASK']
['Q77252', 'MASK', 'Q6581097']
['MASK', 'MASK', 'Q281859']
['MASK', 'P119', 'MASK']
['Q464449', 'MASK', 'MASK']
['MASK', 'P106', 'MASK']
['Q264730', 'MASK', 'Q43845']
['Q1497940', 'MASK', 'MASK']
['Q181667', 'MASK', 'MASK']
['MASK', 'P3373', 'Q6638511']
['Q2840038', 'P119', 'MASK']
['Q233950', 'P108', 'MASK']
['Q237458', 'MASK', 'MASK']
['Q117249', 'P166', 'MASK']
['MASK', 'P106', 'Q82955']
['MASK', 'P27', 'Q29']
['MASK', 'P166', 'MASK']
['Q6539350', 'MASK', 'Q28482172']
['Q4171078', 'P27', 'MASK']
['MASK', 'P410', 'Q155327']
['Q107008', 'MASK', 'MASK']
['MASK', 'P27', 'Q30']
['MASK', 'MASK', 'Q15980158']
['Q41508', 'P735', 'MASK']
['MASK', 'MASK', 'Q1860']
['MASK', 'P166', 'Q185493']
['Q77420', 'MASK', 'Q299015']
['Q313826', 'MASK', 'Q2913643']
['Q199482', 'MASK', 'MASK']
['Q2433831', 'MASK', 'Q2028040']
['Q11380927', 'MASK', 'MASK']
['Q3010468', 'MASK', 'MASK']
['Q330110', 'P27', 'MASK']
['Q255', 'MASK', '+1782-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q6581072']
['MASK', 'MASK', 'Q652']
['MASK', 'P21', 'MASK']
['MASK', 'P166', 'Q6805076']
['Q333028', 'P1050', 'MASK']
['Q2634365', 'MASK', 'MASK']
['Q168452', 'MASK', 'Q395']
['MASK', 'MASK', 'MASK']
['Q726953', 'P27', 'MASK']
['MASK', 'MASK', 'Q337463']
['MASK', 'P735', 'Q1796595']
['MASK', 'MASK', 'Q10916664']
['MASK', 'P3373', 'MASK']
['Q1194963', 'MASK', 'Q148']
['Q123022', 'MASK', 'Q127050']
['Q1108528', 'MASK', 'Q1530721']
['MASK', 'MASK', 'MASK']
['Q2607', 'MASK', 'Q18650004']
['MASK', 'MASK', 'Q253439']
['MASK', 'P241', 'MASK']
['MASK', 'MASK', 'Q205375']
['Q271822', 'MASK', 'Q82955']
['MASK', 'P20', 'Q90']
['MASK', 'MASK', 'Q84']
['MASK', 'P101', 'Q50641']
['Q130812', 'MASK', 'Q5337475']
['Q1283081', 'MASK', 'MASK']
['Q2096960', 'P166', 'Q999734', 'MASK', 'MASK']
['Q3266825', 'MASK', 'Q1236383', 'P1039', 'Q76557']
['Q188197', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P166', 'Q292044', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P166', 'Q27028', 'P585', '+2008-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P1411', 'Q5593802', 'P585', 'MASK']
['MASK', 'P1411', 'Q37922', 'P585', '+1926-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'MASK', 'MASK', '+1966-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P20', 'Q1748', 'P17', 'MASK']
['Q61090', 'MASK', 'MASK', 'MASK', 'MASK']
['Q835', 'MASK', 'Q1899', 'MASK', '+1914-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q76359', 'P1411', 'Q80061', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', '+1946-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q360190', 'MASK', 'MASK', 'P585', '+1981-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q1660030', 'MASK', 'MASK']
['Q104104', 'P166', 'MASK', 'P585', 'MASK']
['Q505876', 'P19', 'MASK', 'MASK', 'Q178038']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'P3373', 'Q72589', 'P1039', 'Q19595228']
['Q165693', 'MASK', 'Q4146631', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'Q12201378', 'P585', '+1943-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['Q81447', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P1344', 'MASK', 'MASK', 'MASK']
['MASK', 'P166', 'Q185493', 'MASK', 'MASK']
['Q57070', 'MASK', 'Q38104', 'P585', '+1924-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P1344', 'MASK', 'MASK', 'MASK']
['MASK', 'P1038', 'Q116736', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['Q161819', 'MASK', 'Q1131356', 'MASK', 'MASK']
['Q131674', 'MASK', 'MASK', 'MASK', '+1970-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q77171', 'MASK', 'Q360626', 'P585', 'MASK']
['MASK', 'MASK', 'Q285117', 'P585', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['MASK', 'P166', 'Q728960', 'P585', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'Q202051', 'P585', '+1967-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q7901795', 'P1039', 'Q19595228']
['Q4441712', 'MASK', 'MASK', 'MASK', '+1999-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q192410', 'P1411', 'MASK', 'P585', '+2008-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q107071', 'P1344', 'MASK', 'P361', 'Q28739687']
['MASK', 'P166', 'Q28861731', 'MASK', '+1989-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'MASK', 'MASK', '+1981-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P166', 'MASK', 'P585', '+1978-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q68368', 'P1411', 'Q44585', 'MASK', '+1966-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q79854', 'P580', '+1944-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q11487409', 'MASK', 'Q271509', 'P1039', 'Q19595228']
['MASK', 'MASK', 'MASK', 'MASK', '+2014-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q18080149', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['Q57128', 'MASK', 'MASK', 'P585', '+1910-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q128995', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'P585', 'MASK']
['MASK', 'MASK', 'Q2329480', 'P585', '+1949-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P410', 'MASK', 'MASK', 'MASK']
['Q10930627', 'P3373', 'MASK', 'P1039', 'Q19595228']
['Q135171', 'MASK', 'Q44585', 'MASK', 'MASK']
['Q127779', 'P1411', 'MASK', 'P585', 'MASK']
['MASK', 'P1411', 'Q37922', 'P585', 'MASK']
['Q184746', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'P1038', 'MASK', 'P1039', 'MASK']
['MASK', 'P166', 'MASK', 'MASK', 'MASK']
['Q154855', 'MASK', 'MASK', 'P585', 'MASK']
['Q285249', 'P39', 'MASK', 'P2937', 'Q21084470']
['Q1904913', 'P166', 'Q839677', 'MASK', 'MASK']
['Q28493', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'Q4638847']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'MASK', 'MASK', 'P582', 'MASK', 'MASK', 'Q413']
['Q363069', 'MASK', 'Q249612', 'MASK', '+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['Q107008', 'P166', 'Q5593916', 'MASK', 'Q192185', 'P585', '+1980-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q19467', 'P580', '+1987-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+1989-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q325696', 'P20', 'Q649', 'P131', 'Q2184', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'P580', '+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['MASK', 'P69', 'Q174570', 'P512', 'MASK', 'P582', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'P69', 'Q672420', 'P580', 'MASK', 'P582', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', '+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['Q1176696', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK', '+1991-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q295512', 'MASK', 'Q131499', 'P580', '+1997-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P54', 'MASK', 'P580', 'MASK', 'MASK', 'MASK']
['Q456301', 'P463', 'MASK', 'MASK', 'MASK', 'P580', '+1975-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P69', 'Q391083', 'MASK', 'MASK', 'MASK', 'MASK']
['Q713863', 'P54', 'Q621120', 'MASK', '+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'MASK', 'P580', '+1974-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['Q60028', 'MASK', 'Q752297', 'MASK', 'Q152838', 'P585', 'MASK']
['Q2635516', 'P54', 'Q4132020', 'P580', '+1990-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+1990-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q972671', 'P54', 'Q80955', 'P580', '+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P54', 'MASK', 'MASK', '+1984-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+1985-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q2403160', 'P54', 'MASK', 'P580', '+1991-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P54', 'Q8250768', 'MASK', '+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['MASK', 'P54', 'Q482764', 'P580', 'MASK', 'P582', '+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'Q2300305', 'P580', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'MASK', 'MASK', 'Q3577037', 'P585', '+2005-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q1340677', 'MASK', 'MASK', 'P582', '+1936-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P812', 'MASK']
['MASK', 'P54', 'Q958008', 'MASK', 'MASK', 'P582', '+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q2456848', 'P54', 'Q19615', 'MASK', 'MASK', 'P582', 'MASK']
['MASK', 'P1411', 'Q103916', 'P1686', 'Q63026', 'P805', 'Q903336']
['Q66008', 'P39', 'Q1939555', 'P580', '+2002-10-17T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727', 'P582', 'MASK']
['Q612493', 'P54', 'MASK', 'P580', '+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+2001-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'P1038', 'Q40746', 'P1039', 'Q3752578', 'MASK', 'Q257510']
['MASK', 'MASK', 'Q649', 'P131', 'Q2184', 'P17', 'MASK']
['Q649776', 'P54', 'Q208584', 'MASK', '+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', 'MASK']
['MASK', 'P54', 'MASK', 'P580', '+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q176426', 'MASK', 'MASK', 'MASK', 'MASK', 'P582', 'MASK']
['Q647438', 'MASK', 'Q274465', 'P580', '+1971-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+1975-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q11480506', 'MASK', 'Q276535', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK', 'MASK']
['MASK', 'MASK', 'Q121783', 'MASK', 'MASK', 'P580', '+1996-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+2016-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q2640780', 'P54', 'Q1140595', 'P1642', 'Q2914547', 'MASK', 'MASK', 'P582', '+1995-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q49285', 'P108', 'Q23548', 'P39', 'MASK', 'P580', '+1978-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P582', '+1987-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['MASK', 'MASK', 'MASK', 'MASK', 'Q2914547', 'P580', '+2001-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', '+2002-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q105221', 'MASK', 'Q1041737', 'MASK', '+1969-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'MASK', 'Q161733', 'P812', 'Q21201']
['Q4120819', 'P54', 'Q18744', 'P1642', 'MASK', 'P580', 'MASK', 'P582', '+1989-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727']
['Q173746', 'MASK', 'MASK', 'P512', 'MASK', 'MASK', 'MASK', 'MASK', '+1934-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727', 'P812', 'Q395']
['Q9588', 'P39', 'MASK', 'P1365', 'Q273549', 'MASK', 'MASK', 'P580', '+1953-01-20T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727', 'MASK', '+1961-01-20T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727']
